PO Number,Requisition Number,Order Date,Status,Transmission Method
8000004414,6589,12/06/19,Issued,Sent via Email
8000004413,6530,12/06/19,Issued,Sent via Email
8000004412,7595,12/06/19,Issued,Sent via Email
8000004411,7016,12/06/19,Issued,Sent via Email
8000004410,8357,12/06/19,Issued,Sent via Email
8000004409,5525,12/06/19,Issued,Sent via Email
8000004408,9248,12/06/19,Issued,Sent via Email
8000004407,7952,12/06/19,Issued,Sent via Email
8000004406,8795,12/06/19,Issued,Sent via Email
8000004405,8864,12/06/19,Issued,Sent via Email
8000004404,6467,12/06/19,Issued,Sent via Email
8000004403,8503,12/06/19,Issued,Sent via Email
8000004402,9432,12/06/19,Issued,Sent via Email
8300004401,9418,12/06/19,Issued,Sent via Email
8000004400,7526,12/06/19,Issued,Sent via Email
8000004399,9366,12/06/19,Issued,Sent via cxml
8000004398,6378,12/06/19,Issued,Sent via Email
8000004397,4583,12/06/19,Issued,Sent via Email
8000004396,5648,12/06/19,Issued,Sent via Email
8000004395,7928,12/06/19,Issued,Sent via Email
8000004394,8311,12/06/19,Issued,Sent via Email
8000004393,5810,12/06/19,Issued,Sent via Email
8000004392,9369,12/06/19,Issued,Sent via Email
8000004391,7827,12/06/19,Issued,Sent via Email
8300004390,3822,12/06/19,Issued,Sent via Email
8000004389,9192,12/06/19,Issued,Sent via Email
8000004388,8094,12/06/19,Issued,Sent via Email
8000004387,7433,12/06/19,Issued,Sent via Email
8000004386,5420,12/06/19,Issued,Sent via Email
8000004385,7189,12/06/19,Issued,Sent via Email
8000004384,5284,12/06/19,Issued,Sent via Email
8000004383,9453,12/06/19,Issued,Sent via Email
8000004382,6578,12/06/19,Issued,Sent via Email
8000004381,7418,12/06/19,Issued,Sent via Email
8000004380,8994,12/06/19,Issued,Sent via Email
8000004379,8110,12/06/19,Issued,Sent via Email
8000004378,8107,12/06/19,Issued,Sent via Email
8000004377,8175,12/06/19,Issued,Sent via Email
8000004376,7175,12/06/19,Issued,Sent via cxml
8000004375,7323,12/06/19,Issued,Sent via Email
8000004374,9375,12/06/19,Issued,Sent via Email
8000004373,7594,12/06/19,Issued,Sent via Email
8000004372,9050,12/06/19,Issued,Sent via Email
8000004371,9000,12/06/19,Issued,Sent via Email
8000004370,9455,12/06/19,Issued,Sent via Email
8000004369,8203,12/06/19,Issued,Sent via Email
8000004368,9033,12/06/19,Issued,Sent via Email
8000004367,8034,12/06/19,Issued,Sent via Email
8000004366,7922,12/06/19,Issued,Sent via Email
8000004365,8184,12/06/19,Issued,Sent via Email
8300004364,3396,12/06/19,Soft Closed,Sent via Email
8300004363,3826,12/06/19,Issued,Sent via Email
8300004362,4215,12/06/19,Issued,Sent via Email
8300004361,6135,12/06/19,Issued,Sent via Email
8300004360,7336,12/06/19,Issued,Sent via Email
8300004359,9096,12/06/19,Issued,Sent via Email
8300004358,9098,12/06/19,Issued,Sent via Email
8000004357,9289,12/06/19,Issued,Sent via Email
8000004356,8018,12/05/19,Issued,Sent via Email
8000004355,8632,12/05/19,Issued,Sent via cxml
8000004354,8952,12/05/19,Issued,Transmission Failure
8000004353,8838,12/05/19,Issued,Sent via cxml
8000004352,7245,12/05/19,Issued,Sent via Email
8000004351,5504,12/05/19,Issued,Sent via Email
8000004350,9199,12/05/19,Issued,Sent via Email
8000004349,9274,12/05/19,Issued,Sent via cxml
8000004348,9252,12/05/19,Issued,Sent via Email
8300004347,9380,12/05/19,Issued,Sent via Email
8300004346,9408,12/05/19,Issued,Sent via Email
8300004345,9409,12/05/19,Issued,Sent via Email
8000004344,4586,12/05/19,Issued,Sent via Email
8000004343,9226,12/05/19,Issued,Sent via cxml
8000004342,6099,12/05/19,Issued,Sent via Email
8000004341,6913,12/05/19,Issued,Sent via Email
8000004340,8245,12/05/19,Issued,Pending Manual
8000004339,9016,12/05/19,Issued,Sent via cxml
8000004338,7820,12/05/19,Issued,Sent via Email
8000004337,8453,12/05/19,Issued,Sent via cxml
8000004336,6807,12/05/19,Issued,Sent via Email
8000004335,5033,12/05/19,Issued,Sent via cxml
8000004334,9355,12/05/19,Issued,Sent via Email
8000004333,6650,12/05/19,Issued,Sent via Email
8000004332,9293,12/05/19,Issued,Sent via Email
8000004331,7943,12/05/19,Issued,Sent via Email
8000004330,6447,12/05/19,Issued,Sent via cxml
8000004329,4432,12/05/19,Issued,Sent via Email
8000004328,5051,12/05/19,Issued,Sent via Email
8000004327,7552,12/05/19,Issued,Sent via Email
8000004326,9087,12/05/19,Issued,Sent via Email
8000004325,9284,12/05/19,Issued,Sent via cxml
8000004324,9359,12/05/19,Issued,Sent via Email
8000004323,8182,12/05/19,Issued,Sent via Email
8000004322,6591,12/05/19,Issued,Sent via Email
8000004321,9318,12/05/19,Issued,Sent via Email
8000004320,5091,12/05/19,Issued,Sent via Email
8000004319,6266,12/05/19,Issued,Sent via Email
8000004318,8895,12/05/19,Issued,Sent via cxml
8000004317,7422,12/05/19,Issued,Sent via Email
8000004316,8536,12/05/19,Issued,Sent via Email
8000004315,8829,12/05/19,Issued,Sent via Email
8000004314,7941,12/05/19,Issued,Sent via Email
8000004313,8806,12/05/19,Issued,Sent via cxml
8000004312,7980,12/05/19,Issued,Sent via Email
8000004311,9227,12/05/19,Issued,Sent via Email
8000004310,8234,12/05/19,Issued,Pending Manual
8000004309,5558,12/05/19,Issued,Sent via Email
8000004308,8032,12/05/19,Issued,Sent via Email
8000004307,4404,12/05/19,Issued,Sent via Email
8000004306,7497,12/05/19,Issued,Sent via Email
8000004305,8854,12/05/19,Issued,Transmission Failure
8000004304,8246,12/05/19,Issued,Sent via Email
8000004303,9320,12/05/19,Issued,Sent via Email
8000004302,9217,12/05/19,Issued,Sent via Email
8000004301,8062,12/05/19,Issued,Sent via Email
8300004300,3734,12/05/19,Issued,Sent via Email
8000004299,9346,12/05/19,Issued,Sent via cxml
8000004298,9277,12/05/19,Issued,Sent via Email
8000004297,9278,12/05/19,Issued,Sent via Email
8000004296,9282,12/05/19,Issued,Sent via Email
8000004295,9224,12/05/19,Issued,Sent via Email
8000004294,8179,12/05/19,Issued,Sent via Email
8000004293,9338,12/05/19,Issued,Sent via Email
8000004292,9344,12/05/19,Issued,Transmission Failure
8000004291,9333,12/05/19,Issued,Sent via Email
8000004290,9331,12/05/19,Issued,Sent via Email
8000004289,9323,12/05/19,Issued,Sent via Email
8000004288,8214,12/05/19,Issued,Sent via Email
8000004287,5450,12/05/19,Issued,Sent via Email
8000004286,8229,12/05/19,Issued,Sent via Email
8300004285,6751,12/05/19,Issued,Sent via Email
8000004284,5582,12/05/19,Issued,Sent via Email
8000004283,6780,12/05/19,Issued,Sent via Email
8000004282,9321,12/05/19,Issued,Sent via cxml
8000004281,9317,12/05/19,Issued,Sent via cxml
8000004280,7396,12/05/19,Issued,Sent via Email
8000004279,9178,12/05/19,Issued,Transmission Failure
8000004278,6472,12/05/19,Issued,Sent via Email
8000004277,8255,12/05/19,Issued,Transmission Failure
8000004276,8386,12/05/19,Issued,Sent via Email
8000004275,8567,12/05/19,Issued,Sent via cxml
8000004274,7593,12/05/19,Issued,Sent via Email
8000004273,8432,12/05/19,Issued,Sent via Email
8000004272,7973,12/05/19,Issued,Sent via cxml
8000004271,6092,12/05/19,Issued,Sent via Email
8000004270,8011,12/05/19,Issued,Sent via cxml
8000004269,5393,12/05/19,Issued,Sent via Email
8000004268,8008,12/05/19,Issued,Sent via cxml
8000004267,7231,12/05/19,Issued,Sent via Email
8000004266,7961,12/05/19,Issued,Sent via Email
8000004265,5299,12/05/19,Issued,Sent via Email
8000004264,7693,12/05/19,Issued,Sent via Email
8000004263,8040,12/05/19,Issued,Sent via Email
8000004262,8262,12/05/19,Issued,Sent via Email
8000004261,8070,12/05/19,Issued,Sent via Email
8000004260,9169,12/05/19,Issued,Sent via Email
8000004259,4449,12/05/19,Issued,Sent via Email
8000004258,8867,12/05/19,Issued,Sent via Email
8000004257,9088,12/05/19,Issued,Sent via Email
8000004256,9085,12/05/19,Issued,Sent via Email
8000004255,9025,12/05/19,Issued,Sent via Email
8000004254,8136,12/05/19,Issued,Sent via Email
8000004253,8177,12/05/19,Issued,Sent via Email
8000004252,9123,12/05/19,Issued,Sent via Email
8000004251,7508,12/05/19,Issued,Sent via Email
8000004249,7558,12/05/19,Issued,Sent via Email
8000004248,6193,12/05/19,Issued,Sent via Email
8000004247,8009,12/05/19,Issued,Sent via Email
8000004246,9061,12/05/19,Issued,Sent via cxml
8000004245,6708,12/05/19,Issued,Sent via Email
8000004244,7648,12/05/19,Issued,Sent via Email
8000004243,6755,12/05/19,Issued,Sent via Email
8000004242,7904,12/05/19,Issued,Sent via cxml
8000004241,6474,12/05/19,Issued,Sent via Email
8300004240,9209,12/05/19,Issued,Sent via Email
8300004239,9201,12/05/19,Issued,Sent via Email
8300004238,9218,12/05/19,Issued,Sent via Email
8300004237,9196,12/05/19,Issued,Sent via Email
8300004236,9094,12/05/19,Issued,Sent via Email
8300004235,9175,12/05/19,Issued,Sent via Email
8000004234,9231,12/05/19,Issued,Sent via cxml
8000004233,9212,12/05/19,Issued,Sent via Email
8000004232,9221,12/05/19,Issued,Sent via Email
8000004231,9198,12/05/19,Issued,Sent via Email
8000004230,9013,12/05/19,Issued,Sent via Email
8300004229,7106,12/05/19,Issued,Sent via Email
8000004228,8150,12/05/19,Issued,Sent via Email
8300004227,9095,12/05/19,Issued,Sent via Email
8000004226,3487,12/05/19,Issued,Sent via Email
8000004225,6873,12/05/19,Issued,Sent via Email
8000004224,7673,12/05/19,Issued,Sent via Email
8000004223,4617,12/05/19,Issued,Sent via Email
8000004222,7617,12/05/19,Issued,Sent via Email
8000004221,6872,12/05/19,Issued,Sent via Email
8000004220,8221,12/05/19,Issued,Sent via Email
8000004219,4478,12/05/19,Issued,Sent via cxml
8000004218,9143,12/05/19,Issued,Sent via Email
8000004217,7709,12/05/19,Issued,Sent via cxml
8000004216,9041,12/05/19,Issued,Sent via Email
8000004215,7994,12/05/19,Issued,Sent via Email
8000004214,9120,12/05/19,Issued,Sent via Email
8000004213,9118,12/05/19,Issued,Sent via Email
8000004212,9122,12/05/19,Issued,Sent via Email
8000004211,6497,12/05/19,Issued,Sent via Email
8000004210,7098,12/05/19,Issued,Sent via Email
8000004209,7515,12/05/19,Issued,Sent via Email
8000004208,4398,12/05/19,Issued,Sent via cxml
8000004207,7767,12/05/19,Issued,Sent via Email
8000004206,8776,12/05/19,Issued,Sent via cxml
8000004205,9115,12/05/19,Issued,Sent via Email
8000004201,8420,12/05/19,Issued,Sent via Email
8000004200,9134,12/05/19,Issued,Transmission Failure
8000004199,8265,12/05/19,Issued,Sent via Email
8000004198,7929,12/05/19,Issued,Sent via Email
8000004197,6681,12/05/19,Issued,Sent via Email
8000004196,7652,12/05/19,Issued,Sent via Email
8000004195,8408,12/05/19,Issued,Sent via cxml
8000004194,7937,12/05/19,Issued,Sent via Email
8000004193,8670,12/05/19,Issued,Sent via cxml
8000004192,9141,12/05/19,Issued,Sent via cxml
8000004191,9139,12/05/19,Issued,Sent via cxml
8000004190,9093,12/05/19,Issued,Sent via Email
8000004189,9090,12/05/19,Issued,Sent via Email
8000004188,9135,12/05/19,Issued,Transmission Failure
8000004187,9132,12/05/19,Issued,Sent via cxml
8000004186,7565,12/05/19,Issued,Sent via cxml
8300004185,8910,12/05/19,Issued,Sent via Email
8000004184,9125,12/05/19,Issued,Sent via Email
8000004183,8976,12/05/19,Issued,Sent via Email
8000004182,5080,12/05/19,Issued,Sent via Email
8000004181,9119,12/05/19,Issued,Transmission Failure
8000004180,9038,12/05/19,Issued,Sent via Email
8000004179,8204,12/05/19,Issued,Sent via Email
8000004178,6561,12/05/19,Issued,Sent via Email
8200004177,4032,12/05/19,Issued,Sent via Email
8200004176,4226,12/05/19,Issued,Sent via Email
8300004175,9099,12/05/19,Issued,Sent via Email
8200004174,4228,12/05/19,Issued,Sent via Email
8200004173,5941,12/05/19,Issued,Sent via Email
8200004172,5997,12/05/19,Issued,Sent via Email
8200004171,6000,12/05/19,Issued,Sent via Email
8000004170,8342,12/05/19,Issued,Sent via Email
8200004169,6238,12/05/19,Issued,Sent via Email
8300004168,9101,12/05/19,Issued,Sent via Email
8300004167,9102,12/05/19,Issued,Sent via Email
8000004166,8900,12/05/19,Issued,Sent via cxml
8000004165,7105,12/05/19,Issued,Sent via cxml
8200004164,5589,12/05/19,Issued,Sent via Email
8300004163,8285,12/05/19,Issued,Sent via Email
8000004162,8129,12/04/19,Issued,Sent via Email
8000004161,8998,12/04/19,Issued,Sent via cxml
8000004160,6569,12/04/19,Issued,Sent via Email
8000004159,9011,12/04/19,Issued,Sent via Email
8000004158,9066,12/04/19,Issued,Sent via Email
8000004157,7081,12/04/19,Issued,Sent via Email
8000004156,8893,12/04/19,Issued,Transmission Failure
8000004155,6870,12/04/19,Issued,Sent via Email
8000004154,6088,12/04/19,Issued,Sent via Email
8000004153,5927,12/04/19,Issued,Sent via Email
8000004152,8885,12/04/19,Issued,Sent via Email
8000004151,8679,12/04/19,Issued,Sent via Email
8000004150,5882,12/04/19,Issued,Sent via Email
8000004149,8329,12/04/19,Issued,Sent via cxml
8000004148,8220,12/04/19,Issued,Sent via Email
8000004147,8128,12/04/19,Issued,Sent via Email
8000004146,6662,12/04/19,Issued,Sent via Email
8000004145,5981,12/04/19,Issued,Sent via Email
8000004144,8676,12/04/19,Issued,Sent via cxml
8000004143,7203,12/04/19,Issued,Sent via Email
8000004142,7194,12/04/19,Issued,Sent via Email
8000004141,5579,12/04/19,Issued,Sent via Email
8000004140,5006,12/04/19,Issued,Sent via Email
8000004139,6999,12/04/19,Issued,Sent via Email
8000004138,7640,12/04/19,Issued,Sent via Email
8000004137,7227,12/04/19,Issued,Sent via Email
8000004136,7598,12/04/19,Issued,Sent via Email
8000004135,8602,12/04/19,Issued,Sent via Email
8000004134,6333,12/04/19,Issued,Sent via Email
8000004133,7154,12/04/19,Issued,Sent via Email
8000004132,6551,12/04/19,Issued,Sent via Email
8000004131,9031,12/04/19,Issued,Sent via Email
8000004130,9014,12/04/19,Issued,Sent via Email
8000004129,8863,12/04/19,Issued,Sent via Email
8000004128,8284,12/04/19,Issued,Sent via Email
8300004127,8021,12/04/19,Issued,Sent via Email
8000004126,8599,12/04/19,Issued,Sent via cxml
8000004125,9009,12/04/19,Issued,Sent via Email
8000004124,8988,12/04/19,Issued,Sent via Email
8000004123,3650,12/04/19,Issued,Sent via cxml
8000004122,8325,12/04/19,Issued,Sent via Email
8000004121,8828,12/04/19,Issued,Sent via Email
8000004120,8813,12/04/19,Issued,Sent via Email
8000004119,7602,12/04/19,Issued,Sent via Email
8000004118,8971,12/04/19,Issued,Sent via Email
8000004117,7710,12/04/19,Issued,Sent via Email
8000004116,3786,12/04/19,Issued,Sent via Email
8000004115,7383,12/04/19,Issued,Sent via Email
8000004114,7644,12/04/19,Issued,Sent via Email
8000004113,5540,12/04/19,Issued,Sent via Email
8000004112,7823,12/04/19,Issued,Sent via Email
8000004111,6896,12/04/19,Issued,Sent via Email
8000004110,8903,12/04/19,Issued,Sent via cxml
8000004109,8959,12/04/19,Issued,Sent via cxml
8000004108,7215,12/04/19,Issued,Sent via cxml
8000004107,7520,12/04/19,Issued,Sent via Email
8000004106,7372,12/04/19,Issued,Sent via Email
8000004105,6895,12/04/19,Issued,Sent via Email
8000004104,6389,12/04/19,Issued,Sent via Email
8000004103,4305,12/04/19,Issued,Sent via Email
8000004102,5780,12/04/19,Issued,Sent via Email
8000004101,6602,12/04/19,Issued,Sent via Email
8000004100,7230,12/04/19,Issued,Sent via Email
8000004099,8935,12/04/19,Issued,Transmission Failure
8000004098,4919,12/04/19,Issued,Sent via Email
8000004097,6434,12/04/19,Issued,Sent via Email
8000004096,8059,12/04/19,Issued,Sent via cxml
8000004095,5334,12/04/19,Issued,Sent via cxml
8000004094,8825,12/04/19,Issued,Sent via cxml
8000004093,7206,12/04/19,Issued,Sent via Email
8000004092,4485,12/04/19,Issued,Sent via cxml
8000004091,8922,12/04/19,Issued,Sent via Email
8000004090,7078,12/04/19,Issued,Sent via cxml
8000004089,5385,12/04/19,Issued,Sent via Email
8000004088,7001,12/04/19,Issued,Sent via Email
8000004087,6982,12/04/19,Issued,Sent via Email
8000004086,8405,12/04/19,Issued,Sent via cxml
8000004085,4977,12/04/19,Issued,Sent via Email
8000004084,5064,12/04/19,Issued,Sent via Email
8000004083,7958,12/04/19,Issued,Sent via Email
8000004082,8777,12/04/19,Issued,Sent via cxml
8000004081,6346,12/04/19,Issued,Sent via Email
8000004080,8831,12/04/19,Issued,Sent via Email
8000004079,8840,12/04/19,Issued,Sent via Email
8300004078,4170,12/04/19,Issued,Sent via Email
8000004077,8844,12/04/19,Issued,Sent via Email
8000004076,5689,12/04/19,Issued,Sent via Email
8300004075,945,12/04/19,Issued,Sent via Email
8000004074,8517,12/04/19,Issued,Sent via cxml
8000004073,8876,12/04/19,Issued,Sent via Email
8000004072,8884,12/04/19,Issued,Sent via cxml
8000004071,8879,12/04/19,Issued,Sent via cxml
8000004070,8781,12/04/19,Issued,Sent via Email
8000004069,8801,12/04/19,Issued,Sent via Email
8000004068,6218,12/04/19,Issued,Sent via Email
8000004067,8642,12/04/19,Issued,Sent via cxml
8000004066,7614,12/04/19,Issued,Sent via Email
8000004065,8871,12/04/19,Issued,Sent via Email
8000004064,8868,12/04/19,Issued,Sent via Email
8000004063,8684,12/04/19,Issued,Transmission Failure
8000004062,7795,12/04/19,Issued,Sent via Email
8000004061,7785,12/04/19,Issued,Sent via Email
8000004060,7417,12/04/19,Issued,Sent via Email
8000004059,4948,12/04/19,Issued,Sent via Email
8000004058,8611,12/04/19,Issued,Sent via cxml
8000004057,7622,12/04/19,Issued,Sent via Email
8200004056,8719,12/04/19,Issued,Sent via Email
8000004055,8764,12/04/19,Issued,Sent via Email
8300004054,8737,12/04/19,Issued,Sent via Email
8300004053,8736,12/04/19,Issued,Sent via Email
8000004052,6101,12/04/19,Issued,Transmission Failure
8200004050,8723,12/04/19,Issued,Sent via Email
8300004049,8498,12/04/19,Issued,Sent via Email
8300004048,8395,12/04/19,Issued,Sent via Email
8300004047,3331,12/04/19,Issued,Sent via Email
8000004046,7068,12/04/19,Issued,Sent via Email
8000004045,8382,12/04/19,Issued,Sent via Email
8200004044,7879,12/04/19,Issued,Sent via Email
8300004043,8174,12/04/19,Issued,Sent via Email
8000004042,7704,12/04/19,Issued,Sent via Email
8000004041,7697,12/04/19,Issued,Sent via Email
8000004040,8763,12/04/19,Issued,Sent via cxml
8000004039,7774,12/04/19,Issued,Sent via Email
8000004038,8677,12/04/19,Issued,Sent via Email
8000004037,8294,12/04/19,Issued,Transmission Failure
8000004036,8424,12/04/19,Issued,Sent via Email
8000004035,8397,12/04/19,Issued,Sent via Email
8000004034,8422,12/04/19,Issued,Sent via Email
8000004033,7471,12/04/19,Issued,Sent via Email
8000004032,4667,12/04/19,Issued,Sent via Email
8000004031,7670,12/04/19,Issued,Sent via Email
8000004030,6297,12/04/19,Issued,Sent via Email
8300004029,8716,12/04/19,Issued,Sent via Email
8000004028,8700,12/04/19,Issued,Sent via Email
8000004027,3900,12/04/19,Issued,Sent via Email
8000004026,8612,12/04/19,Issued,Sent via Email
8000004025,8577,12/04/19,Issued,Sent via Email
8000004024,8659,12/04/19,Issued,Sent via Email
8000004023,8678,12/04/19,Issued,Sent via Email
8000004022,8425,12/04/19,Issued,Sent via Email
8000004021,8638,12/04/19,Issued,Sent via Email
8000004020,8581,12/04/19,Issued,Sent via Email
8000004019,8407,12/04/19,Issued,Sent via Email
8000004018,8445,12/04/19,Issued,Transmission Failure
8000004017,8130,12/04/19,Issued,Sent via cxml
8000004016,8757,12/04/19,Issued,Sent via cxml
8000004015,7884,12/04/19,Issued,Sent via Email
8000004014,8341,12/04/19,Issued,Sent via Email
8000004013,8742,12/04/19,Issued,Transmission Failure
8000004012,8750,12/04/19,Issued,Sent via cxml
8000004011,8623,12/04/19,Issued,Sent via cxml
8000004010,8748,12/04/19,Issued,Sent via cxml
8000004009,7414,12/04/19,Issued,Sent via Email
8000004008,6904,12/04/19,Issued,Sent via Email
8200004007,8546,12/04/19,Issued,Sent via Email
8000004006,8036,12/03/19,Issued,Transmission Failure
8200004005,3121,12/03/19,Issued,Sent via Email
8000004004,7836,12/03/19,Issued,Transmission Failure
8000004003,7339,12/03/19,Issued,Sent via Email
8000004002,8584,12/03/19,Issued,Sent via Email
8000004001,8582,12/03/19,Issued,Sent via Email
8000004000,8533,12/03/19,Issued,Sent via cxml
8000003999,6413,12/03/19,Issued,Sent via Email
8000003998,7263,12/03/19,Issued,Sent via cxml
8000003997,6952,12/03/19,Issued,Sent via Email
8000003996,8231,12/03/19,Issued,Sent via cxml
8300003995,6882,12/03/19,Issued,Sent via Email
8000003994,7011,12/03/19,Issued,Sent via Email
8000003993,7320,12/03/19,Issued,Sent via cxml
8000003992,8648,12/03/19,Issued,Sent via Email
8000003991,4796,12/03/19,Issued,Sent via Email
8000003990,7300,12/03/19,Issued,Sent via Email
8000003989,7822,12/03/19,Issued,Sent via Email
8300003988,7663,12/03/19,Issued,Sent via cxml
8300003987,8125,12/03/19,Issued,Sent via Email
8000003986,7923,12/03/19,Issued,Sent via Email
8000003985,6428,12/03/19,Issued,Sent via Email
8300003984,3821,12/03/19,Issued,Sent via Email
8000003983,7607,12/03/19,Issued,Sent via Email
8000003982,8613,12/03/19,Issued,Sent via Email
8300003981,3788,12/03/19,Issued,Sent via Email
8000003980,8482,12/03/19,Issued,Sent via cxml
8000003979,5738,12/03/19,Issued,Sent via cxml
8300003978,7579,12/03/19,Issued,Sent via Email
8000003977,8306,12/03/19,Issued,Sent via Email
8300003976,7012,12/03/19,Issued,Sent via Email
8000003975,6753,12/03/19,Issued,Sent via cxml
8000003974,7077,12/03/19,Issued,Sent via Email
8000003973,7831,12/03/19,Issued,Sent via cxml
8000003972,8614,12/03/19,Issued,Sent via Email
8000003971,7511,12/03/19,Issued,Sent via cxml
8000003970,8483,12/03/19,Issued,Sent via Email
8000003969,8519,12/03/19,Issued,Sent via Email
8000003968,7023,12/03/19,Issued,Sent via Email
8000003967,8218,12/03/19,Issued,Sent via Email
8000003966,8212,12/03/19,Issued,Sent via cxml
8000003965,4347,12/03/19,Issued,Sent via cxml
8000003964,4356,12/03/19,Issued,Sent via Email
8000003963,6983,12/03/19,Issued,Sent via Email
8000003962,8516,12/03/19,Issued,Sent via Email
8000003961,7205,12/03/19,Issued,Sent via cxml
8000003960,7212,12/03/19,Issued,Sent via Email
8000003959,6828,12/03/19,Issued,Sent via Email
8000003958,6867,12/03/19,Issued,Sent via Email
8000003957,8515,12/03/19,Issued,Sent via Email
8000003956,8523,12/03/19,Issued,Sent via Email
8000003955,8549,12/03/19,Issued,Sent via Email
8000003954,8569,12/03/19,Issued,Sent via Email
8000003953,8574,12/03/19,Issued,Sent via Email
8000003952,6757,12/03/19,Issued,Sent via cxml
8000003951,6595,12/03/19,Issued,Sent via Email
8000003950,8090,12/03/19,Issued,Sent via Email
8000003949,6433,12/03/19,Issued,Sent via Email
8000003948,7200,12/03/19,Issued,Sent via Email
8000003947,8232,12/03/19,Issued,Sent via Email
8000003946,4906,12/03/19,Issued,Sent via Email
8000003945,7089,12/03/19,Issued,Sent via Email
8000003944,7284,12/03/19,Issued,Sent via cxml
8000003943,8635,12/03/19,Issued,Sent via cxml
8000003942,8594,12/03/19,Issued,Sent via cxml
8000003941,6213,12/03/19,Issued,Sent via Email
8000003940,8104,12/03/19,Issued,Sent via Email
8000003939,6466,12/03/19,Issued,Sent via Email
8000003938,7754,12/03/19,Issued,Sent via Email
8000003937,6475,12/03/19,Issued,Sent via Email
8000003936,8116,12/03/19,Cancelled,Sent via Email
8000003935,8092,12/03/19,Issued,Sent via Email
8000003934,8078,12/03/19,Issued,Sent via Email
8000003933,4300,12/03/19,Issued,Transmission Failure
8000003932,8601,12/03/19,Issued,Sent via Email
8000003931,8111,12/03/19,Issued,Sent via Email
8000003930,7195,12/03/19,Issued,Sent via cxml
8000003929,7019,12/03/19,Issued,Sent via Email
8300003928,3890,12/03/19,Issued,Sent via Email
8000003927,8047,12/03/19,Issued,Sent via cxml
8000003926,6997,12/03/19,Issued,Sent via Email
8000003925,6985,12/03/19,Issued,Sent via Email
8000003924,8010,12/03/19,Issued,Sent via cxml
8000003923,8446,12/03/19,Issued,Transmission Failure
8000003922,8215,12/03/19,Issued,Sent via cxml
8000003921,8417,12/03/19,Issued,Sent via cxml
8000003920,8568,12/03/19,Issued,Sent via Email
8300003919,8396,12/03/19,Issued,Sent via Email
8000003918,8547,12/03/19,Issued,Sent via Email
8000003917,8328,12/03/19,Issued,Sent via cxml
8000003916,6859,12/03/19,Issued,Sent via Email
8000003915,7251,12/03/19,Issued,Sent via cxml
8000003914,6414,12/03/19,Issued,Sent via Email
8000003913,6041,12/03/19,Issued,Sent via Email
8000003912,5553,12/03/19,Issued,Sent via Email
8000003911,8023,12/03/19,Issued,Sent via Email
8000003910,6274,12/03/19,Issued,Sent via Email
8000003909,8160,12/03/19,Issued,Sent via Email
8000003908,7490,12/03/19,Issued,Sent via Email
8000003907,8406,12/03/19,Issued,Sent via cxml
8000003906,6570,12/03/19,Issued,Sent via Email
8000003905,5088,12/03/19,Issued,Sent via Email
8000003904,5922,12/03/19,Issued,Sent via Email
8000003903,6397,12/03/19,Issued,Sent via Email
8000003902,6673,12/03/19,Issued,Sent via Email
8000003901,5632,12/03/19,Issued,Sent via Email
8000003900,4549,12/03/19,Issued,Sent via Email
8000003899,6588,12/03/19,Issued,Sent via Email
8000003898,4683,12/03/19,Issued,Sent via Email
8000003897,5026,12/03/19,Issued,Sent via Email
8000003896,7729,12/03/19,Issued,Sent via Email
8000003895,8227,12/03/19,Issued,Sent via cxml
8000003894,6229,12/03/19,Issued,Sent via Email
8000003893,5858,12/03/19,Issued,Sent via Email
8000003892,6586,12/03/19,Issued,Sent via Email
8000003891,6571,12/03/19,Issued,Sent via Email
8000003890,8436,12/03/19,Issued,Sent via cxml
8000003889,8500,12/03/19,Issued,Sent via cxml
8000003888,8491,12/03/19,Issued,Sent via cxml
8000003887,8310,12/03/19,Issued,Sent via Email
8000003886,8448,12/03/19,Issued,Sent via cxml
8000003885,8526,12/03/19,Issued,Sent via cxml
8000003884,6033,12/03/19,Issued,Sent via Email
8000003883,5619,12/03/19,Issued,Sent via Email
8000003882,6399,12/03/19,Issued,Sent via Email
8000003881,8416,12/03/19,Issued,Sent via cxml
8000003880,6064,12/03/19,Issued,Sent via Email
8000003879,3907,12/03/19,Issued,Sent via Email
8000003878,8485,12/03/19,Issued,Sent via cxml
8000003877,5477,12/03/19,Issued,Sent via Email
8000003876,6655,12/03/19,Issued,Sent via Email
8000003875,8228,12/03/19,Issued,Transmission Failure
8000003874,8069,12/03/19,Issued,Sent via cxml
8000003873,6435,12/03/19,Issued,Sent via Email
8000003872,8414,12/03/19,Issued,Sent via cxml
8000003871,8033,12/03/19,Issued,Sent via cxml
8000003870,6898,12/03/19,Issued,Sent via Email
8000003869,5918,12/03/19,Issued,Sent via Email
8000003868,7021,12/03/19,Issued,Sent via Email
8000003867,6326,12/03/19,Issued,Sent via Email
8000003866,6406,12/03/19,Issued,Sent via Email
8000003865,6436,12/03/19,Issued,Sent via Email
8000003864,5586,12/03/19,Issued,Sent via Email
8000003863,4581,12/03/19,Issued,Sent via Email
8000003862,5725,12/03/19,Issued,Sent via Email
8000003861,5562,12/03/19,Issued,Sent via Email
8000003860,8441,12/03/19,Issued,Sent via Email
8000003859,7678,12/03/19,Issued,Sent via Email
8000003858,8479,12/03/19,Issued,Sent via Email
8000003857,6974,12/03/19,Issued,Sent via Email
8000003856,8392,12/03/19,Issued,Sent via Email
